,MSE,Image File Name
11527,0.0,Geolife_trajectory357.png
10694,0.0008058724192058775,Geolife_trajectory282.png
11916,0.0010313787415042186,Geolife_trajectory392.png
11572,0.0010550120661148021,Geolife_trajectory361.png
11949,0.001245818905336038,Geolife_trajectory395.png
11383,0.0014261546893896693,Geolife_trajectory344.png
11871,0.001771307603998462,Geolife_trajectory388.png
10516,0.0017781950511950861,Geolife_trajectory266.png
11938,0.0017876028681524936,Geolife_trajectory394.png
10660,0.001852972683967613,Geolife_trajectory279.png
10882,0.002148046516417479,Geolife_trajectory299.png
10950,0.0021789680605951434,Geolife_trajectory305.png
10838,0.002224206414346175,Geolife_trajectory295.png
10906,0.0024145285244474013,Geolife_trajectory301.png
11894,0.0027073439518136566,Geolife_trajectory390.png
11594,0.0027841215732698488,Geolife_trajectory363.png
10771,0.003055261414875776,Geolife_trajectory289.png
11760,0.0032172388911210215,Geolife_trajectory378.png
10794,0.0033115553553222377,Geolife_trajectory291.png
11849,0.0033509859345763893,Geolife_trajectory386.png
11805,0.0034120989875232044,Geolife_trajectory382.png
10350,0.0036934362613790794,Geolife_trajectory251.png
10716,0.004855700259945472,Geolife_trajectory284.png
11705,0.005058717664415013,Geolife_trajectory373.png
11161,0.005381528324265639,Geolife_trajectory324.png
10816,0.006248428309351517,Geolife_trajectory293.png
11816,0.00721573131025266,Geolife_trajectory383.png
11061,0.0074544855420565215,Geolife_trajectory315.png
12139,0.007717188886887716,Geolife_trajectory412.png
11716,0.008202494913138458,Geolife_trajectory374.png
7794,0.008537334240427685,Geolife_trajectory17012.png
467,0.00879523501957613,Geolife_trajectory10418.png
10427,0.009031102995399887,Geolife_trajectory258.png
7775,0.009181301865034519,Geolife_trajectory16997.png
10505,0.009267340106044297,Geolife_trajectory265.png
11438,0.00930264483244636,Geolife_trajectory349.png
17279,0.009593215607856642,Geolife_trajectory8747.png
7787,0.009650083823722677,Geolife_trajectory17006.png
10483,0.0097491474780253,Geolife_trajectory263.png
10649,0.009851530996512314,Geolife_trajectory278.png
10450,0.009906206253679328,Geolife_trajectory260.png
10805,0.009944512656937965,Geolife_trajectory292.png
6148,0.010039570714129975,Geolife_trajectory15531.png
13370,0.010088491303093194,Geolife_trajectory5228.png
11561,0.010143269318804271,Geolife_trajectory360.png
9494,0.010177204672776274,Geolife_trajectory18543.png
14822,0.010226540876885293,Geolife_trajectory6535.png
10472,0.010277529150896636,Geolife_trajectory262.png
2562,0.010297691229470662,Geolife_trajectory12303.png
17341,0.010319371054451298,Geolife_trajectory8802.png
11540,0.01038670496645816,Geolife_trajectory3581.png
16656,0.010398704034158046,Geolife_trajectory8186.png
18660,0.010484402935259096,Geolife_trajectory9990.png
13317,0.010510155843562796,Geolife_trajectory5180.png
14988,0.010527203535504903,Geolife_trajectory6685.png
10895,0.010540217196079449,Geolife_trajectory300.png
11538,0.010554070924357561,Geolife_trajectory358.png
13368,0.010562033470565668,Geolife_trajectory5226.png
11672,0.010567909013115717,Geolife_trajectory370.png
9188,0.010572172870842278,Geolife_trajectory18268.png
1312,0.010572172870842278,Geolife_trajectory11179.png
11767,0.010662816732580516,Geolife_trajectory3786.png
10928,0.010666530185185985,Geolife_trajectory303.png
14949,0.010669187366890098,Geolife_trajectory665.png
18337,0.010669187366890098,Geolife_trajectory97.png
15480,0.010671666506489763,Geolife_trajectory7127.png
14840,0.010678207156680553,Geolife_trajectory6551.png
16887,0.010678207156680553,Geolife_trajectory8394.png
16742,0.010696927438842707,Geolife_trajectory8263.png
11793,0.010705275340416098,Geolife_trajectory3809.png
3919,0.010708290266501719,Geolife_trajectory13525.png
7759,0.010713963631981682,Geolife_trajectory16982.png
2417,0.010743605633557252,Geolife_trajectory12173.png
7797,0.010743866046361628,Geolife_trajectory17015.png
11471,0.01074405610725887,Geolife_trajectory3519.png
12629,0.010752305414555297,Geolife_trajectory4561.png
12002,0.010761588962867052,Geolife_trajectory3998.png
1076,0.010771863410541427,Geolife_trajectory10967.png
11993,0.010787011707965699,Geolife_trajectory399.png
14695,0.010787239795864323,Geolife_trajectory6420.png
13376,0.010788001174893924,Geolife_trajectory5233.png
15299,0.010818520645504537,Geolife_trajectory6965.png
14692,0.01084880221459078,Geolife_trajectory6418.png
10705,0.010853919710256732,Geolife_trajectory283.png
13386,0.010858881073013582,Geolife_trajectory5242.png
7773,0.010870684134973385,Geolife_trajectory16995.png
15076,0.010872290291577769,Geolife_trajectory6764.png
10383,0.010885931752457834,Geolife_trajectory254.png
14997,0.010892212329788153,Geolife_trajectory6693.png
195,0.010896210803307105,Geolife_trajectory10173.png
13391,0.010916073711861263,Geolife_trajectory5247.png
752,0.010936789142002468,Geolife_trajectory10675.png
15613,0.010955750549509369,Geolife_trajectory7247.png
3925,0.01095780928812451,Geolife_trajectory13530.png
3937,0.010969346782988554,Geolife_trajectory13541.png
5817,0.01100128785430915,Geolife_trajectory15233.png
17627,0.011004958173436608,Geolife_trajectory906.png
