,MSE,Image File Name
13115,0.0,Geolife_trajectory5.png
13379,0.011028819619262276,Geolife_trajectory5236.png
14662,0.011348194490728492,Geolife_trajectory6391.png
11880,0.011473878446240038,Geolife_trajectory3888.png
5891,0.01151370144091235,Geolife_trajectory1530.png
16072,0.011518556096529853,Geolife_trajectory7660.png
2278,0.011519163875862326,Geolife_trajectory12048.png
424,0.01155961953624135,Geolife_trajectory1038.png
15171,0.011684097664434456,Geolife_trajectory685.png
1890,0.011684097664434456,Geolife_trajectory117.png
17486,0.01171176233668303,Geolife_trajectory8933.png
5913,0.011713702885920885,Geolife_trajectory1532.png
13408,0.011728953591667535,Geolife_trajectory5262.png
13368,0.011756896673370376,Geolife_trajectory5226.png
6334,0.011830702211496569,Geolife_trajectory157.png
15616,0.011830702211496569,Geolife_trajectory725.png
13268,0.011834211980489784,Geolife_trajectory5136.png
17627,0.011860162584666822,Geolife_trajectory906.png
9599,0.01186209633334051,Geolife_trajectory18638.png
12002,0.011927510763953486,Geolife_trajectory3998.png
13324,0.011936972220671693,Geolife_trajectory5187.png
13280,0.011964759342965814,Geolife_trajectory5147.png
5379,0.012061772861887754,Geolife_trajectory1484.png
1023,0.012061772861887754,Geolife_trajectory10919.png
18269,0.012063695366582305,Geolife_trajectory9638.png
10777,0.012075028949278255,Geolife_trajectory2895.png
13376,0.012127873155683366,Geolife_trajectory5233.png
15407,0.012141893976975293,Geolife_trajectory7061.png
6890,0.012161903084384529,Geolife_trajectory162.png
15672,0.012161903084384529,Geolife_trajectory730.png
11886,0.012215663319522785,Geolife_trajectory3893.png
450,0.012215694104882047,Geolife_trajectory10402.png
7488,0.012220126785850882,Geolife_trajectory16738.png
8431,0.012220126785850882,Geolife_trajectory17587.png
3884,0.01222689029543983,Geolife_trajectory13494.png
5076,0.012238521440808114,Geolife_trajectory14567.png
11838,0.012299966826637365,Geolife_trajectory385.png
13767,0.012406247233235468,Geolife_trajectory5586.png
7469,0.012426650621254143,Geolife_trajectory16720.png
11995,0.012439607485886628,Geolife_trajectory3991.png
4736,0.012441464276070957,Geolife_trajectory14260.png
11242,0.012452299209828599,Geolife_trajectory3312.png
17198,0.012471674754543693,Geolife_trajectory8674.png
955,0.012505220001636952,Geolife_trajectory10858.png
18325,0.012509011999821018,Geolife_trajectory9689.png
7037,0.012529768790280615,Geolife_trajectory16331.png
11638,0.012546776414296523,Geolife_trajectory367.png
13934,0.012556103324943502,Geolife_trajectory5736.png
18185,0.01256125702778299,Geolife_trajectory9562.png
18124,0.012573143816005383,Geolife_trajectory9507.png
5753,0.012578972517113096,Geolife_trajectory15176.png
7564,0.01258090756520086,Geolife_trajectory16806.png
7435,0.012617473168024917,Geolife_trajectory16690.png
18660,0.01268666306006977,Geolife_trajectory9990.png
7484,0.01269637373428445,Geolife_trajectory16734.png
15880,0.012702651260251163,Geolife_trajectory7488.png
14432,0.012727378696097469,Geolife_trajectory6184.png
6148,0.012751263275011804,Geolife_trajectory15531.png
7039,0.012755313189697304,Geolife_trajectory16333.png
4919,0.012755460157499898,Geolife_trajectory14425.png
