,MSE,Image File Name
4824,0.0,Geolife_trajectory1434.png
4757,0.0018857649140665567,Geolife_trajectory1428.png
14768,0.003091602791902126,Geolife_trajectory6487.png
12423,0.006918683722829444,Geolife_trajectory4376.png
14443,0.009130510579283158,Geolife_trajectory6194.png
234,0.009570279276056581,Geolife_trajectory10208.png
13088,0.009583952080559843,Geolife_trajectory4975.png
4349,0.00963440539850291,Geolife_trajectory13912.png
10112,0.009709726990825285,Geolife_trajectory2296.png
12617,0.009709726990825285,Geolife_trajectory4550.png
18243,0.009779440233130487,Geolife_trajectory9614.png
3615,0.009795879316738698,Geolife_trajectory13251.png
16014,0.009797925825252851,Geolife_trajectory7608.png
17881,0.009806262452669301,Geolife_trajectory9289.png
13232,0.009826172998110061,Geolife_trajectory5103.png
15003,0.009836851110867961,Geolife_trajectory6699.png
18350,0.009872574257840439,Geolife_trajectory9710.png
7387,0.009911666462146917,Geolife_trajectory16647.png
955,0.009976099459572008,Geolife_trajectory10858.png
876,0.009976884695392874,Geolife_trajectory10787.png
14522,0.010040499158344929,Geolife_trajectory6265.png
991,0.010040499158344929,Geolife_trajectory10890.png
11424,0.010092937361595666,Geolife_trajectory3477.png
4969,0.010126810294872168,Geolife_trajectory14470.png
17739,0.010152023843962521,Geolife_trajectory9160.png
14558,0.010182856795964756,Geolife_trajectory6298.png
10628,0.010260596188478577,Geolife_trajectory2760.png
5289,0.010264051820174092,Geolife_trajectory14759.png
13467,0.01026434933831899,Geolife_trajectory5315.png
11880,0.010290070121060868,Geolife_trajectory3888.png
11499,0.010290189205567901,Geolife_trajectory3544.png
424,0.010295686962286665,Geolife_trajectory1038.png
3295,0.010299396987533349,Geolife_trajectory12964.png
3589,0.010300385740427742,Geolife_trajectory13228.png
15232,0.010302379175742005,Geolife_trajectory6904.png
14679,0.010321665885670683,Geolife_trajectory6406.png
1890,0.010322995000547786,Geolife_trajectory117.png
15171,0.010322995000547786,Geolife_trajectory685.png
18331,0.010323670308410637,Geolife_trajectory9694.png
14238,0.010323670308410637,Geolife_trajectory6009.png
13880,0.010323670308410637,Geolife_trajectory5688.png
4921,0.010323670308410637,Geolife_trajectory14427.png
9790,0.010335057090439026,Geolife_trajectory2005.png
2855,0.010341587512557038,Geolife_trajectory12568.png
7564,0.010345697129145293,Geolife_trajectory16806.png
16655,0.010348712605329435,Geolife_trajectory8185.png
5473,0.010360280577834835,Geolife_trajectory14924.png
1461,0.010360280577834835,Geolife_trajectory11312.png
16945,0.010364137365356463,Geolife_trajectory8446.png
13258,0.010369018184184176,Geolife_trajectory5127.png
62,0.010372720100461197,Geolife_trajectory10053.png
8137,0.010379200573236158,Geolife_trajectory17321.png
6064,0.010379200573236158,Geolife_trajectory15456.png
4582,0.010384586186695743,Geolife_trajectory14121.png
3320,0.010392558295253096,Geolife_trajectory12987.png
3853,0.01039950184841354,Geolife_trajectory13466.png
7870,0.010403860682851818,Geolife_trajectory17081.png
7531,0.010431375302076051,Geolife_trajectory16777.png
5137,0.010435280280802761,Geolife_trajectory14621.png
6334,0.010446665358746443,Geolife_trajectory157.png
15616,0.010446665358746443,Geolife_trajectory725.png
9599,0.01045227857550518,Geolife_trajectory18638.png
6799,0.010467488362660649,Geolife_trajectory16117.png
8184,0.010467488362660649,Geolife_trajectory17364.png
7533,0.010483739430603767,Geolife_trajectory16779.png
11886,0.010483994785230766,Geolife_trajectory3893.png
14681,0.010484774372451156,Geolife_trajectory6408.png
5201,0.010507474431250052,Geolife_trajectory1468.png
16072,0.010512332621309628,Geolife_trajectory7660.png
5558,0.010513794082337935,Geolife_trajectory1500.png
429,0.010526779419443466,Geolife_trajectory10384.png
13871,0.010592592005998602,Geolife_trajectory568.png
18213,0.010625642747564668,Geolife_trajectory9588.png
15454,0.010631610391834467,Geolife_trajectory7103.png
1131,0.010637397816013472,Geolife_trajectory11015.png
5237,0.010643158262583219,Geolife_trajectory14711.png
13706,0.010644238410923768,Geolife_trajectory5530.png
4807,0.010661489822174186,Geolife_trajectory14324.png
15267,0.010662455395190895,Geolife_trajectory6936.png
12629,0.010665832920766671,Geolife_trajectory4561.png
12842,0.010673534856624034,Geolife_trajectory4753.png
13876,0.010690949205629463,Geolife_trajectory5684.png
328,0.010699582513218286,Geolife_trajectory10293.png
4005,0.010699582513218286,Geolife_trajectory13602.png
17327,0.010699884231111345,Geolife_trajectory8790.png
6890,0.010723495004074601,Geolife_trajectory162.png
15672,0.010723495004074601,Geolife_trajectory730.png
14575,0.010731811119008283,Geolife_trajectory6312.png
14576,0.010731811119008283,Geolife_trajectory6313.png
15453,0.010758206611156673,Geolife_trajectory7102.png
9521,0.010808560166071401,Geolife_trajectory18568.png
10370,0.010846396546071169,Geolife_trajectory2528.png
15923,0.010872456060877222,Geolife_trajectory7526.png
1481,0.010880100073540011,Geolife_trajectory11330.png
13217,0.010907546553340697,Geolife_trajectory5090.png
11887,0.010932097507388105,Geolife_trajectory3894.png
15442,0.010932098177104721,Geolife_trajectory7093.png
15199,0.010939840439134374,Geolife_trajectory6875.png
311,0.010953003617230506,Geolife_trajectory10278.png
7484,0.010967927031183877,Geolife_trajectory16734.png
11782,0.01097030444662539,Geolife_trajectory38.png
3181,0.010979639338806468,Geolife_trajectory12861.png
13324,0.010981044634960302,Geolife_trajectory5187.png
17552,0.01099147605085582,Geolife_trajectory8993.png
1454,0.010991952743399369,Geolife_trajectory11306.png
7811,0.01099369393931815,Geolife_trajectory17028.png
6870,0.010993701621747953,Geolife_trajectory16181.png
8234,0.010993701621747953,Geolife_trajectory17409.png
9522,0.010997057154281287,Geolife_trajectory18569.png
17784,0.011011085877523807,Geolife_trajectory9200.png
7039,0.011029241919646826,Geolife_trajectory16333.png
11310,0.011049902160587821,Geolife_trajectory3374.png
6074,0.01105590135428769,Geolife_trajectory15465.png
2734,0.011074447388051745,Geolife_trajectory12459.png
12987,0.011096697771049435,Geolife_trajectory4884.png
13355,0.011121159006239556,Geolife_trajectory5214.png
18660,0.011126986359380142,Geolife_trajectory9990.png
15937,0.011134464010621015,Geolife_trajectory7539.png
2859,0.011138411014800731,Geolife_trajectory12571.png
17772,0.011140875304130826,Geolife_trajectory9190.png
8430,0.011142017990753983,Geolife_trajectory17586.png
7037,0.011148007129816395,Geolife_trajectory16331.png
6002,0.011150627202117402,Geolife_trajectory1540.png
14680,0.011151050302294074,Geolife_trajectory6407.png
5780,0.01116508353798934,Geolife_trajectory1520.png
103,0.011165258756357488,Geolife_trajectory10090.png
13646,0.011167043454657077,Geolife_trajectory5477.png
9528,0.011178595000155722,Geolife_trajectory18574.png
2205,0.01118044072412544,Geolife_trajectory11983.png
735,0.011186536300273664,Geolife_trajectory1066.png
4925,0.011213066262892979,Geolife_trajectory14430.png
7914,0.011214444801799894,Geolife_trajectory17120.png
3278,0.011236163768836682,Geolife_trajectory12949.png
41,0.011236985229351626,Geolife_trajectory10034.png
43,0.011236985229351626,Geolife_trajectory10036.png
1377,0.011239502414721048,Geolife_trajectory11237.png
9247,0.011239502414721048,Geolife_trajectory18320.png
5724,0.011243914167147318,Geolife_trajectory1515.png
11797,0.011250863447478554,Geolife_trajectory3812.png
10662,0.011260868078650066,Geolife_trajectory2791.png
18262,0.011269278627920432,Geolife_trajectory9631.png
7488,0.01127666932445015,Geolife_trajectory16738.png
8431,0.01127666932445015,Geolife_trajectory17587.png
9520,0.011277180479816351,Geolife_trajectory18567.png
7469,0.011287351720856376,Geolife_trajectory16720.png
13802,0.01129982480305608,Geolife_trajectory5617.png
7623,0.011302030530630336,Geolife_trajectory1686.png
17279,0.01131431891812723,Geolife_trajectory8747.png
12604,0.011315632405237919,Geolife_trajectory4539.png
16721,0.011332508528818064,Geolife_trajectory8244.png
