,MSE,DataNumber
80,0.02457858445803457,414848th data
81,0.03261585165131248,415744th data
82,0.02307733180894661,416384th data
83,0.023977690704734544,416448th data
84,0.025736491672970374,416640th data
85,0.01877001575356768,419584th data
86,0.03280644708006836,419904th data
87,0.03568005744402025,425600th data
88,0.013907927889580007,429632th data
89,0.026383492250755813,449152th data
90,0.023561980043140585,45312th data
91,0.02777652302755479,461312th data
92,0.023404679253586136,470592th data
93,0.03464210890762348,472640th data
94,0.028322331148441404,478528th data
95,0.020216378498853438,478592th data
96,0.02410306654498834,489408th data
97,0.020082897144508782,497344th data
98,0.01751729624137177,502016th data
99,0.01506834799757878,503872th data
100,0.013943674228194314,513536th data
101,0.021896461562148972,519616th data
102,0.03261585165131248,521600th data
103,0.03280644708006836,521856th data
104,0.026383492250755813,530304th data
105,0.023404679253586136,532800th data
106,0.024496033428952735,533312th data
107,0.020222346079114606,543104th data
108,0.01613003205791147,5440th data
109,0.022669707555904306,551296th data
110,0.022945589590877558,556992th data
111,0.02429476190179941,558016th data
112,0.01554599351897562,567168th data
113,0.01628463555654669,572544th data
114,0.017268730300522672,577280th data
115,0.02066606540955268,579648th data
116,0.01597674740205768,583168th data
117,0.025188945850218858,583488th data
118,0.023845337903197372,583552th data
119,0.031276172681476755,587904th data
120,0.01900932282481005,59968th data
121,0.020858654477746708,615168th data
122,0.02525616023157551,629184th data
123,0.026108308879427444,633344th data
124,0.022869786784869506,639744th data
125,0.023528662068809214,642432th data
126,0.019268399793984092,64320th data
127,0.029701501584750323,643328th data
128,0.0318043605466613,653504th data
129,0.026732575868923136,659904th data
130,0.020753408230583692,665856th data
131,0.021956744580240495,67008th data
132,0.025165154646042742,673728th data
133,0.029939008869497075,674688th data
134,0.02538191438641052,678144th data
135,0.02694776799694093,679168th data
136,0.019517535247467688,683648th data
137,0.0239872349030833,684352th data
138,0.02417148930573093,701504th data
139,0.018676768662753584,713600th data
140,0.032886720505833966,718272th data
141,0.01302830922786119,722240th data
142,0.02295889340444851,725376th data
143,0.01899762318442394,733056th data
144,0.02314434285048783,733568th data
145,0.025226621417402006,734016th data
146,0.019002554062292842,736576th data
147,0.0165844169484195,737600th data
148,0.021240969751384176,739072th data
149,0.023093857844995125,740544th data
150,0.0163702051828451,747072th data
151,0.01613003205791147,74880th data
152,0.025869929489391208,754496th data
153,0.01576624290288725,756608th data
154,0.024501333217276544,758144th data
155,0.018459398904758062,765760th data
156,0.015325657708806395,774400th data
157,0.01751898869446228,781440th data
158,0.025188945850218858,79168th data
159,0.023845337903197372,79232th data
160,0.02056957192150921,79808th data
161,0.024052549583161054,800896th data
162,0.023295476703467433,810304th data
163,0.016787845778941435,812352th data
164,0.02309067819560562,813376th data
165,0.027699782006871343,814144th data
166,0.020808323504827086,814592th data
167,0.02105281256995445,814784th data
168,0.020285889544305657,815168th data
169,0.02282896685568575,816064th data
170,0.0239301128350195,819776th data
171,0.018145376134256763,820096th data
172,0.015678084212786436,834240th data
173,0.031276172681476755,83840th data
174,0.025275187303807956,844032th data
175,0.021239547361203426,850048th data
176,0.01864033293415651,853120th data
177,0.02055810425604937,856384th data
178,0.020341586744670626,857728th data
179,0.018307003029156055,858624th data
180,0.016968192922897696,864512th data
181,0.015738288109339582,865728th data
182,0.02260180448324378,867712th data
183,0.016881529192379063,868480th data
184,0.022518511423270438,875136th data
185,0.01956400134945052,876096th data
186,0.017278394074594916,89024th data
187,0.03450785839020187,893952th data
188,0.015247579877332884,905024th data
189,0.020256924460246628,910080th data
190,0.017541044916569604,920128th data
191,0.021331490732131586,928576th data
192,0.01757791838841677,92992th data
193,0.01897232070494609,930112th data
194,0.021313297671504527,930688th data
195,0.019409417989960653,930816th data
196,0.030047875056852136,933504th data
197,0.025330831953632893,934336th data
198,0.022022022042188283,938176th data
199,0.021224890689987397,944256th data
200,0.019205024707962814,944960th data
201,0.012739327132032241,951552th data
202,0.018115198620121176,957120th data
203,0.020446669684728747,96256th data
204,0.028724129645532226,96448th data
205,0.016882097882333302,977728th data
206,0.01703874907303743,987200th data
207,0.014935547690223039,995008th data
