,MSE,DataNumber
443,0.9132973149138321,587904th data
444,0.5622883600921695,588672th data
445,0.6546546890534244,592320th data
446,0.49367272805626783,595008th data
447,0.3986451065098012,5952th data
448,0.9463290725367317,595520th data
449,0.561511381369018,599168th data
450,0.4606948985042756,59968th data
451,0.9691235636267281,600192th data
452,0.49274975215697797,601536th data
453,0.7568387675510602,60288th data
454,0.3404391297032308,604352th data
455,0.40042832213464724,604672th data
456,0.5328050793421815,60736th data
457,0.7498137040887545,61184th data
458,0.5639275044474987,615168th data
459,0.6984266152461185,624960th data
460,0.6984266152461185,625024th data
461,0.643514818028164,628800th data
462,0.6234300385435978,629184th data
463,0.690153230952673,629376th data
464,0.6131019625023306,631296th data
465,0.39181720023107247,631744th data
466,0.6058810716128529,632256th data
467,0.7320248276901058,633344th data
468,0.6625313075338317,636416th data
469,1.1787826176186087,638144th data
470,0.3977366278235018,638464th data
471,0.6152575188950529,639232th data
472,0.6161787202941582,639744th data
473,0.5876183506023482,642432th data
474,0.5634533477606505,642688th data
475,0.6116618325473655,643008th data
476,0.4619449163128744,64320th data
477,0.9495906424143463,643328th data
478,0.6101812122059711,649088th data
479,0.8031749496902416,650240th data
480,0.6336482455627179,650368th data
481,1.0980195038002627,650432th data
482,0.9324330133297876,652928th data
483,0.8021881606549486,653504th data
484,1.1071460788526224,654784th data
485,0.4227993699549002,659072th data
486,0.5444872123439373,659264th data
487,0.7049905484471086,659904th data
488,0.537749947205977,660864th data
489,1.258502819670998,661504th data
490,0.7088080273399147,66496th data
491,0.5640643222094335,665856th data
492,0.4332740784212783,666112th data
493,0.872915149709093,668288th data
494,0.4952657500199447,669888th data
495,0.6724285687024003,67008th data
496,1.0181225345796963,670272th data
497,0.5592086398174081,672064th data
498,0.4245200949785224,672960th data
499,0.8064416319192427,673728th data
500,0.46408675982313247,673984th data
501,0.49344738019146406,674048th data
502,0.7653129679557937,674688th data
503,0.4362058799018534,675712th data
504,0.6132199289524023,676416th data
