,MSE,DataNumber
98,0.43064069127707527,502016th data
99,0.37481949145163945,503872th data
100,0.32062083309871614,513536th data
101,0.49600121463866587,519616th data
102,0.9459474374720327,521600th data
103,0.8955266560771773,521856th data
104,0.6936425258815038,530304th data
105,0.624814487590504,532800th data
106,0.7255801759820115,533312th data
107,0.5222573509825268,543104th data
108,0.43516219269812023,5440th data
109,0.6825544394489995,551296th data
110,0.5171823903921826,556992th data
111,0.5306081525491626,558016th data
112,0.3505164370942682,567168th data
113,0.4569652003201554,572544th data
114,0.3252100334692811,577280th data
115,0.5158805137909241,579648th data
116,0.3354515290142326,583168th data
117,0.6429447806297408,583488th data
118,0.6772913125444417,583552th data
119,0.9132973149138321,587904th data
120,0.4606948985042756,59968th data
121,0.5639275044474987,615168th data
122,0.6234300385435978,629184th data
123,0.7320248276901058,633344th data
124,0.6161787202941582,639744th data
125,0.5876183506023482,642432th data
126,0.4619449163128744,64320th data
127,0.9495906424143463,643328th data
128,0.8021881606549486,653504th data
129,0.7049905484471086,659904th data
130,0.5640643222094335,665856th data
131,0.6724285687024003,67008th data
132,0.8064416319192427,673728th data
133,0.7653129679557937,674688th data
134,0.6214646292465154,678144th data
135,0.678528190515435,679168th data
136,0.7052701972194209,683648th data
137,0.6337115645047255,684352th data
138,0.6682234944825671,701504th data
139,0.47948638594408544,713600th data
140,0.9423593313514722,718272th data
141,0.3238825779156365,722240th data
142,0.6563908130187923,725376th data
143,0.5129450675701746,733056th data
144,0.5228075275726349,733568th data
145,0.6216216265572765,734016th data
146,0.4461991820577161,736576th data
147,0.3432060458246191,737600th data
148,0.4684415837727008,739072th data
149,0.5061422153191519,740544th data
150,0.5061864658342254,747072th data
151,0.43516219269812023,74880th data
152,0.7144860339173786,754496th data
153,0.35669192543874356,756608th data
154,0.6932228551247057,758144th data
155,0.5108194006622657,765760th data
156,0.3450953726121542,774400th data
157,0.37310671910268095,781440th data
158,0.6429447806297408,79168th data
159,0.6772913125444417,79232th data
160,0.42359664221989135,79808th data
161,0.6660509280214342,800896th data
162,0.6245250724734399,810304th data
163,0.37581530134818664,812352th data
164,0.5964306339506074,813376th data
165,0.6893243206124327,814144th data
166,0.5881125536608336,814592th data
167,0.5754631595018416,814784th data
168,0.5149222619230065,815168th data
169,0.6694330000929005,816064th data
170,0.7097639323358065,819776th data
171,0.34517181380501466,820096th data
172,0.31734582861349253,834240th data
173,0.9132973149138321,83840th data
174,0.6422546038008135,844032th data
175,0.5863599151390746,850048th data
176,0.511060313087957,853120th data
177,0.6205354807823098,856384th data
178,0.6593917932049012,857728th data
179,0.5329330861399022,858624th data
180,0.4448985060201838,864512th data
181,0.39364897627363066,865728th data
182,0.5803540292039457,867712th data
183,0.5183798497250811,868480th data
184,0.633644426124861,875136th data
185,0.473403956982367,876096th data
186,0.3639521526323986,89024th data
187,1.20776236725849,893952th data
188,0.4460270394883952,905024th data
189,0.614064461185543,910080th data
190,0.4007834447643275,920128th data
191,0.6010311196075202,928576th data
192,0.34434987628473307,92992th data
193,0.566209858668854,930112th data
194,0.6907678716461123,930688th data
195,0.5787426191348823,930816th data
196,1.0252620517937319,933504th data
197,0.7602122598748196,934336th data
198,0.5164857702029346,938176th data
199,0.5760814009162885,944256th data
200,0.563093349265513,944960th data
201,0.23536728567086712,951552th data
202,0.3937566303775633,957120th data
203,0.4296605711785715,96256th data
204,0.6661238602977542,96448th data
205,0.3606401449506089,977728th data
206,0.4395545695324548,987200th data
207,0.38125253335934867,995008th data
